popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,category,time_signature,duration_ms
56,0.615,0.575,7,-6.515,0,0.4,0.26,4.27e-06,0.324,0.552,134.791,pop,5,224000
56,0.668,0.478,2,-9.753,1,0.0682,0.6,0.0,0.0723,0.475,79.971,pop,4,194000
75,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,pop,4,159293
47,0.716,0.936,4,-3.124,1,0.0458,0.214,0.00181,0.0988,0.789,130.011,pop,4,164308
67,0.495,0.351,1,-11.966,1,0.0626,0.53,0.0,0.104,0.237,83.365,pop,4,195402
36,0.662,0.505,11,-10.236,1,0.0547,0.175,0.0,0.0474,0.337,113.011,pop,4,212711
78,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,pop,4,190627
50,0.598,0.346,1,-7.23,0,0.0463,0.0339,0.0,0.534,0.185,137.516,pop,4,181802
57,0.818,0.836,8,-6.113,0,0.0391,0.0934,0.422,0.088,0.305,123.02,pop,4,191723
72,0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,pop,4,260507
46,0.638,0.332,3,-7.805,0,0.0439,0.889,0.0,0.142,0.205,120.214,pop,4,203777
77,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,pop,4,202795
65,0.677,0.66,2,-6.682,1,0.129,0.00779,0.021,0.0941,0.611,153.982,pop,4,177187
78,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,pop,4,252534
47,0.598,0.466,11,-11.611,0,0.214,0.0584,0.0401,0.431,0.572,89.621,pop,4,155985
34,0.788,0.362,2,-6.18,1,0.0365,0.258,0.0958,0.0709,0.872,102.018,pop,4,261427
36,0.414,0.632,10,-5.971,0,0.301,0.273,0.0,0.56,0.35,62.18,pop,4,205130
68,0.579,0.77,4,-9.163,0,0.0586,0.12,0.0553,0.172,0.275,125.011,pop,4,216832
33,0.576,0.643,7,-7.71,0,0.0258,0.259,0.17,0.0737,0.627,109.012,pop,4,218576
55,0.417,0.355,0,-12.372,1,0.0599,0.847,4.18e-05,0.113,0.0914,86.078,pop,4,221025
87,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,pop,3,183624
71,0.6,0.931,7,-4.647,1,0.0734,0.0296,7.1e-05,0.392,0.542,140.123,pop,4,270427
53,0.705,0.842,3,-6.093,0,0.0483,0.0605,0.0,0.141,0.62,130.019,pop,4,218120
65,0.579,0.415,7,-11.599,1,0.0397,0.929,0.0018,0.671,0.42,102.713,pop,4,219093
48,0.628,0.329,9,-13.577,1,0.104,0.8,0.0855,0.256,0.407,79.976,pop,4,124500
59,0.51,0.245,8,-12.5,1,0.0441,0.694,0.0,0.127,0.157,133.878,pop,5,205774
43,0.737,0.678,6,-6.309,1,0.0436,0.0774,0.000413,0.152,0.38,108.981,pop,4,292294
57,0.705,0.692,9,-7.271,1,0.0303,0.00149,0.000193,0.137,0.772,125.933,pop,4,216636
59,0.735,0.686,9,-4.476,0,0.0329,0.502,0.0,0.101,0.961,93.918,pop,4,194885
25,0.647,0.374,4,-11.81,0,0.0351,0.46,0.483,0.118,0.158,95.055,pop,4,160547
73,0.548,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.216,0.594,177.918,pop,4,164683
36,0.777,0.62,10,-7.115,0,0.0468,0.294,0.00161,0.0866,0.615,95.032,pop,4,181030
37,0.665,0.725,0,-3.153,1,0.0568,0.325,5.78e-05,0.11,0.619,85.031,pop,4,206000
41,0.597,0.494,3,-8.718,1,0.0341,0.331,0.0,0.0835,0.502,94.952,pop,4,215213
72,0.882,0.839,4,-3.193,1,0.082,0.156,0.0,0.132,0.71,117.032,pop,4,170653
32,0.506,0.727,1,-4.788,0,0.0339,0.096,4.98e-06,0.103,0.3,103.905,pop,4,254135
41,0.347,0.117,6,-17.072,0,0.0549,0.936,0.0,0.134,0.46,173.601,pop,3,179746
76,0.822,0.969,7,-11.471,0,0.0582,0.259,0.000153,0.39,0.765,128.007,pop,4,283748
34,0.771,0.763,0,-5.015,0,0.073,0.427,0.000103,0.146,0.672,109.962,pop,4,181500
77,0.597,0.617,8,-7.482,0,0.282,0.463,0.0,0.66,0.889,97.923,pop,4,275520
77,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,pop,4,201947
36,0.504,0.735,7,-4.667,0,0.244,0.139,0.000196,0.326,0.487,100.039,pop,4,173246
85,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,pop,3,228482
85,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066,pop,4,210463
42,0.763,0.599,6,-6.194,1,0.12,0.519,1.08e-06,0.148,0.614,122.802,pop,4,220840
62,0.704,0.571,5,-7.136,1,0.0969,0.0222,0.0,0.101,0.524,141.888,pop,4,206813
71,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,pop,4,85742
83,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,pop,4,251240
43,0.793,0.746,1,-4.924,0,0.0485,0.0154,0.00502,0.0833,0.398,111.001,pop,4,242162
36,0.624,0.645,0,-6.272,1,0.0421,0.189,1.74e-06,0.0888,0.658,109.992,pop,4,190040
53,0.51,0.98,0,-3.341,1,0.105,0.000722,0.0,0.339,0.4,147.991,pop,4,173800
29,0.675,0.925,7,-4.631,0,0.0308,0.335,2.02e-06,0.226,0.865,106.013,pop,4,234333
78,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,pop,4,219200
78,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,pop,4,198440
89,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,pop,4,199054
74,0.703,0.703,1,-4.672,1,0.133,0.605,0.0,0.12,0.697,76.017,pop,4,183783
27,0.755,0.779,9,-3.913,0,0.149,0.0534,2.54e-05,0.1,0.472,99.962,pop,4,224853
46,0.309,0.383,0,-8.27,0,0.0326,0.715,0.000169,0.17,0.15,95.662,pop,4,240019
20,0.597,0.633,9,-8.163,0,0.0971,0.0101,0.211,0.631,0.719,139.969,pop,4,244053
83,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,pop,4,195429
22,0.421,0.451,8,-6.684,0,0.032,0.683,0.0,0.108,0.456,179.938,pop,3,214518
45,0.769,0.738,10,-7.643,0,0.0798,0.0457,0.0,0.0931,0.618,95.024,pop,4,174792
27,0.318,0.359,9,-8.549,0,0.0305,0.681,0.00799,0.0951,0.0397,127.747,pop,3,227333
28,0.546,0.744,10,-4.042,0,0.173,0.217,0.0,0.0826,0.668,81.669,pop,4,202683
81,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,pop,4,226268
26,0.435,0.786,7,-7.856,1,0.0526,0.368,1.39e-06,0.0489,0.735,99.895,pop,1,310773
53,0.664,0.354,11,-9.855,0,0.0373,0.789,1.97e-05,0.168,0.346,135.977,pop,4,181765
76,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,pop,3,186467
59,0.662,0.723,2,-4.683,1,0.0762,0.355,0.0,0.103,0.226,145.987,pop,4,266501
41,0.531,0.471,11,-8.374,0,0.0726,0.745,0.0,0.107,0.302,145.998,pop,4,210187
60,0.671,0.472,8,-7.898,0,0.0344,0.875,0.0,0.124,0.663,139.748,pop,4,197500
44,0.638,0.465,1,-6.13,0,0.035,0.557,0.0,0.118,0.522,137.649,pop,4,168691
70,0.536,0.404,11,-9.315,0,0.0367,0.619,0.0,0.127,0.325,112.807,pop,4,150394
61,0.564,0.352,9,-10.788,1,0.0321,0.673,0.000213,0.449,0.415,85.013,pop,4,151913
68,0.701,0.866,11,-4.589,0,0.0838,0.0243,0.0,0.17,0.327,124.008,pop,4,151000
84,0.444,0.648,1,-4.955,1,0.0476,0.288,0.0,0.059,0.171,125.706,pop,5,189000
6,0.552,0.26,0,-12.774,1,0.0277,0.868,0.00544,0.247,0.198,95.01,pop,4,194751
60,0.627,0.213,10,-12.634,1,0.0349,0.877,0.0,0.204,0.18,92.054,pop,4,199463
23,0.792,0.808,7,-4.051,0,0.111,0.25,0.0,0.0866,0.766,115.047,pop,4,193043
58,0.562,0.565,8,-5.111,1,0.044,0.438,0.0,0.138,0.208,89.862,pop,4,176566
0,0.572,0.741,6,-4.391,1,0.0321,0.00215,4.92e-06,0.16,0.367,125.993,pop,4,213333
31,0.435,0.326,6,-8.459,0,0.0406,0.951,1.7e-06,0.546,0.473,107.49,pop,4,173333
83,0.605,0.377,11,-6.213,1,0.0443,0.733,0.0,0.0808,0.519,73.877,pop,4,194853
61,0.611,0.834,11,-4.528,0,0.0299,0.0544,1.57e-05,0.232,0.643,109.997,pop,4,219440
55,0.801,0.499,8,-5.89,1,0.0346,0.239,0.0,0.189,0.674,99.018,pop,4,199169
50,0.447,0.192,1,-9.83,1,0.034,0.888,0.0,0.0969,0.33,138.8,pop,3,174439
93,0.634,0.285,9,-14.007,0,0.0807,0.937,0.000359,0.232,0.203,129.65,pop,4,245897
59,0.463,0.847,11,-6.776,0,0.0511,0.0307,0.0,0.117,0.625,114.962,pop,4,187783
33,0.601,0.861,4,-4.772,1,0.0332,0.00434,0.171,0.0621,0.489,119.998,pop,4,219190
55,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,pop,4,211467
55,0.669,0.193,0,-9.553,1,0.06,0.945,7.36e-06,0.107,0.435,79.721,pop,3,192375
45,0.878,0.299,2,-8.783,0,0.151,0.832,0.000809,0.0896,0.61,126.059,pop,4,184762
13,0.813,0.554,9,-6.631,1,0.0544,0.315,0.0,0.105,0.86,148.011,pop,4,212869
68,0.77,0.899,8,-2.981,1,0.0494,0.222,1.14e-06,0.0894,0.851,128.05,pop,4,231604
22,0.387,0.907,2,-3.648,1,0.151,0.033,0.0,0.036,0.954,187.627,pop,3,192213
56,0.409,0.38,0,-6.953,0,0.0353,0.771,0.0,0.317,0.525,127.005,pop,4,195501
39,0.471,0.832,1,-5.606,0,0.12,0.0333,0.0,0.0937,0.679,193.946,pop,4,197773
48,0.573,0.734,8,-5.576,1,0.0416,0.000796,0.112,0.102,0.13,101.023,pop,4,243382
70,0.745,0.736,1,-5.258,0,0.29,0.142,1.1e-05,0.11,0.77,104.008,pop,4,172758
63,0.695,0.878,1,-3.429,0,0.0441,0.153,0.0,0.0764,0.969,162.898,pop,4,177835
59,0.74,0.172,11,-8.669,1,0.0497,0.658,0.0,0.133,0.664,122.951,pop,4,189500
43,0.634,0.665,5,-5.224,0,0.0862,0.442,0.0,0.139,0.414,104.928,pop,4,191286
24,0.805,0.77,11,-5.976,0,0.0506,0.348,0.0,0.306,0.658,103.944,pop,4,182625
20,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,pop,4,169945
44,0.534,0.544,2,-8.484,0,0.0415,0.189,0.0,0.0886,0.429,163.905,pop,4,192500
76,0.685,0.61,0,-5.221,0,0.0439,0.323,0.0,0.102,0.323,94.384,pop,3,186467
15,0.831,0.632,8,-8.875,0,0.13,0.139,2.71e-06,0.112,0.647,103.023,pop,4,281477
25,0.689,0.441,3,-6.345,0,0.0295,0.238,0.0,0.102,0.386,131.922,pop,4,237295
46,0.727,0.53,10,-6.599,0,0.0939,0.459,2.29e-06,0.102,0.368,93.986,pop,4,203085
52,0.597,0.43,8,-8.036,0,0.0397,0.698,1.88e-05,0.192,0.526,181.949,pop,3,164419
85,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,pop,4,257800
73,0.549,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,pop,4,187173
53,0.888,0.786,6,-4.2,0,0.0517,0.135,2.95e-06,0.0754,0.771,100.03,pop,4,185400
51,0.547,0.395,5,-5.363,1,0.0297,0.643,0.0,0.115,0.356,104.493,pop,4,252503
60,0.671,0.74,10,-12.43,0,0.0389,0.122,0.0,0.196,0.102,125.0,pop,4,258000
26,0.859,0.5,2,-14.216,1,0.0371,0.274,8.25e-06,0.0904,0.963,106.009,pop,4,306133
68,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,pop,4,214827
14,0.817,0.661,0,-4.835,0,0.102,0.0668,3.25e-06,0.162,0.945,139.994,pop,4,114320
28,0.685,0.699,9,-9.434,1,0.0303,0.0347,0.00586,0.133,0.225,109.967,pop,4,181330
98,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,pop,4,208867
35,0.37,0.411,4,-9.684,1,0.032,0.627,0.0,0.108,0.169,106.773,pop,4,263034
38,0.795,0.747,7,-4.277,1,0.053,0.224,0.0,0.167,0.544,123.947,pop,4,178368
27,0.378,0.317,0,-12.699,1,0.0311,0.621,0.0024,0.386,0.154,113.105,pop,4,185533
65,0.655,0.727,1,-5.478,0,0.046,0.231,0.0,0.173,0.56,113.011,pop,4,210489
24,0.631,0.917,7,-3.763,0,0.0394,0.0205,0.000988,0.112,0.861,97.044,pop,4,157747
42,0.463,0.367,6,-9.087,1,0.0432,0.653,0.0,0.0812,0.361,159.438,pop,4,233625
72,0.666,0.317,5,-10.644,1,0.0327,0.873,3.74e-05,0.111,0.359,117.676,pop,4,386200
52,0.432,0.661,4,-5.959,0,0.0692,0.00717,0.0561,0.0871,0.466,184.119,pop,3,206733
43,0.663,0.376,1,-7.085,0,0.0657,0.638,0.0,0.0888,0.27,119.411,pop,4,209700
28,0.876,0.497,1,-6.001,0,0.147,0.587,0.00436,0.0718,0.407,103.944,pop,4,131611
49,0.406,0.196,2,-13.202,1,0.0347,0.689,0.0,0.119,0.107,127.719,pop,4,176367
71,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,pop,4,179760
88,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,pop,3,198040
56,0.834,0.402,5,-10.277,0,0.072,0.76,0.0,0.279,0.684,122.008,pop,4,114428
32,0.516,0.698,0,-8.008,1,0.031,0.00741,0.0087,0.575,0.227,84.014,pop,4,181397
56,0.517,0.291,4,-9.194,1,0.0286,0.542,1.03e-06,0.163,0.452,155.451,pop,4,187400
21,0.634,0.887,3,-5.151,1,0.0276,0.0188,2.84e-06,0.111,0.657,124.035,pop,4,199765
68,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,pop,3,285120
49,0.695,0.528,11,-5.903,0,0.0571,0.434,0.0,0.0666,0.487,116.776,pop,4,170773
100,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,pop,4,137876
36,0.585,0.633,5,-5.243,0,0.0371,0.512,0.0,0.206,0.367,150.093,pop,4,177337
29,0.698,0.689,11,-9.248,0,0.0369,0.472,0.000417,0.313,0.58,128.025,pop,4,208123
56,0.664,0.759,9,-4.926,0,0.0428,0.0169,0.0025,0.179,0.771,160.023,pop,4,221466
16,0.634,0.844,4,-6.174,0,0.0421,0.533,1.39e-05,0.106,0.526,139.933,pop,4,198868
79,0.847,0.629,9,-5.81,1,0.102,0.0318,0.0,0.152,0.109,135.976,pop,4,255532
56,0.749,0.759,1,-6.98,0,0.0741,0.0983,0.0,0.628,0.569,113.973,pop,4,160264
21,0.691,0.716,8,-4.995,1,0.0415,0.0173,0.0,0.0721,0.653,100.007,pop,4,224400
31,0.548,0.541,2,-5.087,0,0.0284,0.444,0.0,0.138,0.267,77.991,pop,4,220773
28,0.528,0.538,10,-5.054,1,0.0335,0.286,0.0,0.25,0.343,189.841,pop,3,210275
36,0.615,0.77,9,-6.094,0,0.108,0.595,0.0,0.197,0.826,175.746,pop,4,162274
73,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,pop,4,205987
80,0.689,0.612,6,-6.014,1,0.0387,0.228,7.77e-06,0.368,0.461,122.076,pop,4,193018
49,0.385,0.832,7,-4.9,0,0.0891,0.0313,0.000717,0.132,0.673,179.839,pop,4,244536
53,0.74,0.69,7,-6.242,1,0.163,0.264,3.68e-06,0.16,0.449,110.009,pop,4,193280
58,0.658,0.667,0,-4.537,0,0.0475,0.0367,0.0,0.0752,0.717,120.032,pop,4,177139
38,0.63,0.951,2,-4.255,0,0.0612,0.222,0.0,0.0816,0.496,132.081,pop,4,234053
80,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,pop,4,146523
30,0.711,0.934,10,-3.583,0,0.0421,0.243,1.21e-06,0.359,0.733,120.004,pop,4,223009
41,0.441,0.794,3,-5.642,1,0.0454,0.00599,0.0,0.118,0.454,156.018,pop,4,203013
60,0.781,0.746,5,-6.327,0,0.38,0.503,0.0,0.106,0.858,95.73,pop,4,156709
53,0.888,0.786,6,-4.2,0,0.0517,0.135,2.95e-06,0.0754,0.771,100.03,pop,4,185400
49,0.814,0.542,8,-5.68,0,0.0602,0.0554,0.000151,0.0689,0.894,138.096,pop,4,178913
76,0.615,0.701,0,-4.257,1,0.0472,0.00302,0.0,0.0471,0.251,98.073,pop,4,193543
45,0.62,0.597,0,-5.835,1,0.0402,0.372,0.0,0.114,0.43,123.955,pop,4,213307
53,0.66,0.817,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.714,135.942,pop,4,277592
49,0.927,0.609,7,-6.298,1,0.121,0.317,0.0,0.111,0.932,128.089,pop,4,137120
79,0.897,0.371,1,-5.019,1,0.368,0.0904,0.0,0.325,0.441,81.008,pop,4,156005
13,0.658,0.551,1,-6.62,1,0.371,0.00423,0.000108,0.197,0.441,138.345,pop,5,214960
50,0.64,0.614,8,-7.428,0,0.0271,0.0161,6.7e-06,0.0951,0.826,94.001,pop,4,201525
75,0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,pop,4,297587
82,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,pop,4,227478
42,0.851,0.565,5,-9.43,0,0.102,0.0716,0.000525,0.116,0.551,130.022,pop,4,175938
83,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,pop,4,247160
41,0.613,0.414,6,-7.575,0,0.0276,0.627,0.0,0.118,0.297,91.033,pop,3,230422
45,0.437,0.522,0,-7.747,1,0.0307,0.199,0.00018,0.373,0.208,142.982,pop,4,349063
24,0.645,0.754,2,-3.706,0,0.146,0.294,0.0,0.698,0.823,180.057,pop,4,203008
78,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,pop,4,213309
40,0.562,0.456,0,-7.219,0,0.0297,0.558,0.0,0.099,0.388,133.14,pop,4,190827
67,0.692,0.578,7,-4.716,1,0.0496,0.429,0.0,0.161,0.259,103.027,pop,4,141725
72,0.755,0.689,5,-4.463,1,0.0305,0.0693,0.0,0.394,0.638,140.013,pop,4,198874
60,0.645,0.611,8,-5.925,0,0.137,0.29,2.05e-05,0.237,0.645,157.475,pop,3,144468
56,0.576,0.219,4,-11.246,0,0.0278,0.845,0.0,0.0875,0.359,79.81,pop,3,254872
64,0.396,0.77,9,-4.728,1,0.06,0.0184,0.0,0.12,0.412,177.542,pop,4,170733
33,0.46,0.653,5,-10.412,1,0.072,0.305,2.17e-06,0.0905,0.408,168.138,pop,4,192857
22,0.683,0.856,5,-3.98,0,0.0309,0.0267,0.0,0.365,0.928,119.993,pop,4,220413
73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,pop,4,262147
80,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,pop,4,285240
65,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,pop,4,309986
29,0.702,0.909,6,-2.97,1,0.0429,0.0863,0.0,0.0693,0.961,99.99,pop,4,230573
80,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,pop,4,172693
70,0.552,0.74,2,-2.335,1,0.124,0.074,0.0,0.113,0.601,97.049,pop,4,193918
82,0.523,0.606,1,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.837,pop,4,217867
53,0.601,0.444,1,-9.058,0,0.0305,0.423,2.06e-06,0.0968,0.304,82.004,pop,4,220053
55,0.726,0.223,7,-12.551,1,0.0324,0.919,4.34e-06,0.121,0.661,94.034,pop,4,187584
79,0.707,0.689,4,-7.097,0,0.0387,0.0255,0.0,0.383,0.41,119.987,pop,4,195962
60,0.716,0.757,5,-2.666,1,0.0487,0.0249,0.0,0.286,0.558,100.007,pop,4,191114
52,0.831,0.66,8,-5.284,0,0.0301,0.362,0.00431,0.0674,0.942,110.019,pop,4,245580
43,0.69,0.488,5,-8.337,1,0.0263,0.115,9.42e-05,0.104,0.402,97.516,pop,4,248693
29,0.799,0.555,0,-6.814,1,0.084,0.0777,0.000554,0.0467,0.8,141.027,pop,4,160666
78,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,pop,4,237507
46,0.371,0.432,10,-7.015,0,0.0303,0.397,0.0,0.102,0.196,148.602,pop,4,176803
32,0.55,0.716,0,-5.084,1,0.0397,0.299,0.0396,0.141,0.202,110.027,pop,4,216367
26,0.654,0.78,1,-4.612,1,0.0676,0.0239,0.0523,0.239,0.626,148.149,pop,4,184288
51,0.885,0.594,0,-9.005,1,0.0936,0.431,0.000121,0.131,0.841,111.997,pop,5,151449
19,0.624,0.247,1,-10.32,1,0.0419,0.861,0.0,0.198,0.345,95.63,pop,4,251387
31,0.488,0.71,9,-5.846,1,0.0302,0.0169,0.000172,0.139,0.634,113.704,pop,4,238400
69,0.802,0.904,11,-3.267,0,0.0459,0.00108,0.0,0.173,0.961,128.931,pop,4,192533
67,0.495,0.351,1,-11.966,1,0.0626,0.53,0.0,0.104,0.237,83.365,pop,4,195402
80,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,pop,4,171621
65,0.561,0.519,2,-8.467,1,0.0395,0.223,0.0,0.156,0.2,119.882,pop,4,171000
62,0.78,0.591,3,-7.764,1,0.09,0.807,0.0,0.23,0.771,126.803,pop,4,166280
22,0.757,0.832,0,-5.143,0,0.0911,0.137,0.0,0.0959,0.688,104.063,pop,4,186985
51,0.682,0.655,11,-5.074,1,0.0539,0.0126,0.0,0.0514,0.45,107.064,pop,4,175038
58,0.562,0.349,2,-6.068,1,0.0423,0.671,0.0,0.136,0.177,114.955,pop,5,212953
35,0.818,0.721,7,-4.059,0,0.0592,0.376,0.0,0.045,0.434,124.994,pop,4,180480
41,0.429,0.735,3,-5.136,0,0.0594,0.229,0.0,0.133,0.314,199.629,pop,4,198800
55,0.778,0.145,10,-11.95,0,0.0503,0.892,4.4e-06,0.126,0.24,109.071,pop,4,207936
41,0.56,0.28,10,-11.245,0,0.0392,0.797,0.0,0.159,0.722,143.854,pop,4,149167
86,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,pop,4,240133
68,0.913,0.596,11,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,pop,4,272133
39,0.575,0.625,0,-6.81,1,0.0286,0.331,0.111,0.18,0.536,122.371,pop,4,217605
32,0.59,0.631,1,-6.505,0,0.0568,0.0351,6.56e-06,0.0804,0.483,90.123,pop,4,132167
74,0.692,0.431,6,-11.884,1,0.0335,0.305,1.39e-05,0.132,0.327,138.925,pop,4,183133
44,0.767,0.498,11,-5.995,1,0.376,0.566,0.0,0.325,0.61,129.919,pop,4,201500
55,0.625,0.358,5,-8.545,0,0.0279,0.309,0.0171,0.11,0.238,84.609,pop,4,222929
35,0.71,0.483,5,-9.783,0,0.127,0.538,0.0,0.0832,0.705,97.065,pop,4,148074
46,0.599,0.434,3,-6.897,0,0.035,0.473,0.0,0.447,0.156,129.855,pop,4,213000
53,0.697,0.777,7,-3.472,0,0.0834,0.0107,0.0,0.097,0.555,103.996,pop,4,151442
43,0.319,0.29,5,-9.51,0,0.037,0.445,0.0,0.165,0.152,128.462,pop,4,234923
28,0.663,0.479,9,-13.153,0,0.0294,0.0643,0.0,0.0409,0.969,130.017,pop,4,233827
60,0.778,0.577,5,-6.766,0,0.173,0.104,2.97e-06,0.122,0.361,99.05,pop,4,169848
14,0.586,0.835,11,-5.117,1,0.146,0.00387,0.0,0.304,0.492,123.936,pop,4,260413
40,0.562,0.456,0,-7.219,0,0.0297,0.558,0.0,0.099,0.388,133.14,pop,4,190827
30,0.618,0.447,5,-10.98,1,0.0299,0.355,0.0,0.104,0.16,130.862,pop,3,207160
68,0.687,0.89,8,-5.99,1,0.0344,0.00396,0.000939,0.0436,0.854,113.06,pop,4,172232
74,0.603,0.864,4,-3.341,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,pop,4,184627
80,0.888,0.408,8,-10.162,0,0.487,0.164,0.0,0.0912,0.742,77.029,pop,4,176160
47,0.694,0.636,6,-5.829,0,0.0354,0.17,0.00493,0.0975,0.931,142.984,pop,4,237601
95,0.439,0.61,9,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,181.088,pop,4,215508
45,0.584,0.51,0,-6.403,0,0.253,0.315,0.0,0.164,0.717,100.028,pop,4,206523
30,0.737,0.869,2,-3.344,1,0.0386,0.364,0.0,0.2,0.825,125.951,pop,4,201467
79,0.572,0.835,0,-6.219,1,0.0317,0.171,0.000377,0.0702,0.795,129.981,pop,4,241600
53,0.63,0.31,9,-9.253,1,0.028,0.704,0.0011,0.128,0.0712,93.067,pop,4,270893
27,0.48,0.388,0,-11.212,0,0.06,0.789,5.79e-06,0.421,0.498,112.947,pop,4,257800
28,0.566,0.645,11,-5.069,1,0.0389,0.522,0.0,0.148,0.559,144.034,pop,4,275960
61,0.621,0.724,11,-4.528,0,0.0315,0.005,0.0,0.133,0.39,96.005,pop,4,214049
31,0.552,0.875,0,-4.192,0,0.077,0.238,0.0,0.11,0.635,164.0,pop,4,233053
28,0.577,0.921,7,-4.048,1,0.0395,0.0177,0.0,0.19,0.531,127.938,pop,4,199472
23,0.775,0.869,1,-3.218,1,0.0359,0.241,0.0,0.0802,0.904,118.033,pop,4,219813
5,0.602,0.694,2,-5.874,1,0.0331,0.733,0.0,0.191,0.599,150.008,pop,4,214907
45,0.657,0.375,1,-9.212,0,0.0911,0.163,0.0805,0.106,0.211,126.231,pop,4,345827
35,0.576,0.311,3,-8.364,1,0.0558,0.745,0.0,0.0918,0.692,110.277,pop,4,186312
31,0.539,0.893,11,-6.149,0,0.0647,0.0609,0.0535,0.114,0.244,170.009,pop,4,236727
91,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,pop,4,161385
40,0.799,0.63,1,-4.794,0,0.161,0.154,0.0,0.433,0.77,111.049,pop,4,158164
39,0.581,0.812,5,-4.456,1,0.0365,0.0232,0.0,0.0865,0.622,133.992,pop,4,183539
68,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,pop,4,214827
70,0.643,0.324,0,-7.817,1,0.0338,0.8,0.0,0.111,0.444,147.019,pop,4,200940
84,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,pop,4,122773
58,0.618,0.75,5,-6.938,0,0.0641,0.324,0.0168,0.431,0.864,88.179,pop,4,197525
78,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,pop,4,259333
66,0.565,0.491,1,-6.902,1,0.221,0.0049,0.0,0.137,0.337,175.694,pop,4,242085
