popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,category,time_signature,duration_ms
43,0.554,0.167,8,-11.794,0,0.0275,0.786,0.00203,0.117,0.25,67.913,rock,4,264360
68,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,rock,4,198707
64,0.472,0.849,4,-3.738,1,0.0315,0.00362,0.0,0.0973,0.31,144.065,rock,4,169451
46,0.405,0.643,9,-4.974,1,0.0293,0.00372,0.000268,0.0902,0.278,173.803,rock,4,274120
47,0.505,0.928,5,-5.457,0,0.0319,0.000193,0.134,0.205,0.513,138.023,rock,4,170080
41,0.566,0.895,9,-4.056,1,0.0406,0.0563,0.0,0.151,0.702,120.118,rock,4,226720
21,0.44,0.849,6,-3.981,1,0.104,0.00274,3.6e-05,0.101,0.459,77.514,rock,4,185349
4,0.635,0.551,3,-7.136,1,0.0354,0.00743,1.82e-05,0.07,0.451,151.779,rock,4,258827
68,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,rock,4,189333
0,0.391,0.951,6,-7.419,1,0.0688,0.012,0.000446,0.0878,0.468,157.663,rock,4,148360
57,0.591,0.959,6,-3.074,1,0.164,0.00343,0.0,0.068,0.426,130.017,rock,4,232053
55,0.572,0.747,10,-6.237,1,0.0943,0.13,2.93e-05,0.108,0.3,158.051,rock,4,155275
8,0.624,0.451,2,-5.397,1,0.0303,0.394,0.0,0.071,0.551,119.971,rock,4,129256
34,0.634,0.365,2,-12.698,1,0.0321,0.0212,0.00631,0.284,0.344,114.928,rock,4,247169
65,0.717,0.588,2,-13.953,1,0.0535,0.331,0.0,0.102,0.852,131.537,rock,4,194267
43,0.487,0.797,6,-5.634,0,0.0697,9.37e-05,0.0826,0.248,0.452,156.016,rock,4,175432
25,0.567,0.651,4,-10.478,0,0.0865,0.000143,0.00325,0.0771,0.582,160.947,rock,4,159503
66,0.516,0.78,8,-4.004,0,0.0364,0.00136,0.000715,0.11,0.899,116.794,rock,4,235587
45,0.654,0.801,7,-7.529,1,0.085,0.0338,0.000108,0.348,0.458,81.095,rock,4,180227
37,0.327,0.881,8,-7.981,0,0.047,0.00279,0.788,0.224,0.221,100.922,rock,4,385360
26,0.309,0.414,10,-10.255,1,0.0297,0.674,5.25e-06,0.117,0.374,151.979,rock,4,182566
36,0.365,0.778,5,-6.117,0,0.039,6.42e-05,1.35e-06,0.299,0.712,73.93,rock,4,199787
52,0.632,0.743,10,-6.785,1,0.0342,0.227,0.00115,0.138,0.726,119.521,rock,4,203000
71,0.522,0.9,0,-2.631,0,0.0719,6.98e-05,0.0,0.3,0.579,160.01,rock,4,191067
69,0.491,0.966,4,-4.28,1,0.0538,5.59e-05,0.0,0.307,0.614,105.544,rock,4,202573
55,0.55,0.936,8,-2.881,1,0.0774,0.000208,2.6e-06,0.302,0.761,158.02,rock,4,204253
40,0.446,0.848,5,-5.328,1,0.0475,0.00114,0.0517,0.105,0.133,146.014,rock,4,316533
0,0.672,0.792,9,-6.436,1,0.0333,0.0175,0.0119,0.313,0.649,146.904,rock,4,505093
71,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,rock,4,166640
36,0.393,0.878,9,-2.553,1,0.0908,0.00316,3.72e-05,0.298,0.4,142.997,rock,4,188880
26,0.513,0.818,9,-8.612,1,0.056,0.398,0.0,0.309,0.807,97.143,rock,4,118507
52,0.498,0.448,2,-9.079,1,0.035,0.465,0.0,0.241,0.676,85.991,rock,4,209421
45,0.544,0.924,11,-5.077,0,0.0353,0.0251,8.83e-05,0.431,0.74,97.987,rock,4,217578
69,0.262,0.777,11,-8.671,1,0.0632,0.0109,0.113,0.12,0.264,152.5,rock,4,182733
51,0.325,0.838,1,-6.501,0,0.144,0.0327,0.00042,0.126,0.449,156.507,rock,4,181173
37,0.267,0.94,9,-7.052,1,0.0629,0.000126,0.161,0.358,0.21,155.581,rock,4,258760
69,0.492,0.975,6,-0.912,1,0.0816,0.00237,0.0,0.0668,0.611,159.03,rock,4,198547
51,0.794,0.613,3,-8.711,1,0.0295,0.329,2.67e-06,0.0764,0.823,110.738,rock,4,243893
23,0.378,0.724,1,-6.706,0,0.0499,3.23e-06,0.247,0.172,0.603,102.996,rock,4,200405
0,0.588,0.902,11,-4.368,0,0.0428,0.00283,0.0295,0.355,0.715,122.896,rock,4,251000
44,0.59,0.762,2,-5.559,1,0.0361,0.0503,0.0,0.317,0.662,95.017,rock,4,156947
43,0.198,0.954,9,-4.011,1,0.201,0.000136,0.0115,0.535,0.414,85.026,rock,4,217080
52,0.368,0.626,2,-7.082,1,0.0618,0.015,0.0,0.201,0.622,174.394,rock,4,180733
67,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,rock,4,170720
54,0.583,0.889,7,-4.112,1,0.035,0.00235,0.0,0.642,0.301,110.023,rock,4,274165
47,0.475,0.807,3,-3.959,0,0.0332,0.0136,6.74e-05,0.109,0.731,145.179,rock,4,200000
45,0.477,0.648,6,-7.687,1,0.0498,0.0254,0.0184,0.115,0.571,89.753,rock,4,185440
55,0.603,0.868,11,-7.879,0,0.0887,0.0136,7.04e-06,0.0767,0.679,131.532,rock,4,155720
39,0.675,0.575,7,-4.896,0,0.0303,0.736,0.0171,0.119,0.778,85.962,rock,4,323427
52,0.497,0.788,0,-4.396,1,0.0319,1.71e-05,0.378,0.421,0.498,128.037,rock,4,162747
34,0.47,0.907,9,-4.486,0,0.0484,0.000616,4.42e-05,0.0908,0.544,81.993,rock,4,264493
56,0.602,0.849,11,-6.602,1,0.1,0.636,3.18e-05,0.663,0.34,112.071,rock,4,295587
40,0.565,0.769,6,-7.863,0,0.0594,0.0135,0.794,0.171,0.464,124.069,rock,4,145920
36,0.604,0.932,6,-3.955,0,0.058,0.0169,0.0,0.154,0.307,90.017,rock,4,188340
31,0.338,0.851,6,-4.193,1,0.0333,1.92e-05,0.182,0.0916,0.62,172.534,rock,4,252170
34,0.465,0.979,7,-7.443,1,0.0575,1.08e-05,2.22e-06,0.0917,0.433,137.029,rock,4,274547
0,0.669,0.543,4,-6.399,1,0.061,0.0305,1.44e-06,0.288,0.269,123.977,rock,4,143747
43,0.372,0.997,11,-2.064,1,0.102,0.00019,0.0253,0.113,0.35,151.755,rock,4,227265
31,0.364,0.968,1,-2.792,1,0.0547,6.92e-06,0.0655,0.0904,0.626,166.857,rock,4,185527
37,0.516,0.971,2,-4.619,1,0.063,0.0536,2.88e-05,0.37,0.805,134.662,rock,4,289067
65,0.503,0.96,10,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,rock,4,218040
63,0.633,0.788,5,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,rock,4,161617
78,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock,4,237027
47,0.677,0.87,11,-4.569,0,0.0356,0.199,0.0,0.304,0.737,94.984,rock,4,149050
65,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,rock,4,234240
57,0.431,0.371,7,-8.709,1,0.0272,0.547,0.0154,0.0921,0.196,66.853,rock,4,261880
40,0.319,0.866,2,-4.722,0,0.0359,1.42e-06,0.756,0.155,0.554,109.626,rock,4,252693
52,0.229,0.888,6,-2.641,0,0.097,0.00258,1.67e-06,0.365,0.268,156.254,rock,4,222893
27,0.37,0.933,7,-3.348,1,0.0884,0.000115,4.59e-06,0.311,0.168,159.972,rock,4,209625
0,0.427,0.965,8,-3.796,1,0.103,0.000702,0.00205,0.179,0.8,186.074,rock,4,177840
63,0.633,0.788,5,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,rock,4,161617
38,0.548,0.869,11,-4.846,1,0.0374,0.102,5.61e-06,0.252,0.511,118.096,rock,4,208227
71,0.741,0.58,4,-9.05,1,0.0304,0.117,3.31e-05,0.212,0.944,127.402,rock,4,171267
0,0.594,0.813,0,-7.519,0,0.0853,0.0986,0.0,0.335,0.532,130.08,rock,4,199929
37,0.355,0.949,9,-5.356,1,0.0578,2.37e-05,1.34e-05,0.0728,0.792,83.704,rock,4,154680
23,0.512,0.872,11,-6.956,0,0.0338,0.0415,0.00225,0.404,0.563,156.487,rock,4,242965
51,0.573,0.927,2,-4.905,1,0.051,8.15e-05,0.0,0.935,0.583,124.944,rock,4,175467
42,0.588,0.667,4,-7.483,0,0.0319,0.27,4.72e-06,0.105,0.307,96.064,rock,4,245074
10,0.491,0.89,10,-7.115,0,0.0433,7.36e-06,0.104,0.25,0.555,137.989,rock,1,243520
55,0.554,0.849,5,-4.692,0,0.0548,0.00618,0.0,0.305,0.511,135.999,rock,4,219800
50,0.479,0.917,5,-6.632,1,0.104,0.103,0.0,0.056,0.852,184.04,rock,4,214480
38,0.532,0.889,9,-8.604,1,0.0931,0.319,0.842,0.0398,0.778,180.072,rock,3,225250
42,0.209,0.951,0,-6.326,1,0.0609,6.51e-06,0.00619,0.0829,0.471,100.945,rock,4,163067
49,0.747,0.842,0,-2.912,1,0.0489,0.000583,1.68e-05,0.0785,0.558,129.976,rock,4,187890
51,0.614,0.885,8,-6.485,1,0.0891,0.0123,0.0,0.312,0.577,117.98,rock,4,187207
0,0.572,0.714,6,-3.88,1,0.029,0.46,0.0,0.342,0.635,93.113,rock,4,215504
40,0.595,0.604,1,-8.09,1,0.0412,0.019,0.0162,0.156,0.254,136.047,rock,4,177707
34,0.477,0.699,1,-7.038,1,0.0431,0.182,0.0,0.0905,0.629,163.233,rock,4,205027
78,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,rock,4,214667
75,0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,rock,4,248173
43,0.412,0.978,2,-3.076,1,0.123,4.75e-05,0.0,0.168,0.353,151.991,rock,4,222093
31,0.388,0.978,1,-3.57,1,0.123,0.00032,0.000491,0.302,0.166,133.988,rock,4,174053
35,0.316,0.535,7,-12.924,1,0.0402,0.00143,0.769,0.872,0.577,162.264,rock,4,477257
41,0.56,0.946,7,-6.106,1,0.0816,0.00146,0.0,0.312,0.334,114.989,rock,4,198267
33,0.369,0.504,7,-14.686,0,0.0459,0.0193,0.704,0.485,0.445,126.472,rock,4,1364933
52,0.68,0.665,0,-11.886,1,0.0355,0.0289,0.0289,0.659,0.862,129.899,rock,4,290667
65,0.693,0.514,4,-8.489,0,0.0675,0.00972,0.323,0.103,0.553,128.47,rock,4,212427
79,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,rock,4,165853
0,0.494,0.951,11,-7.886,0,0.0393,0.000193,0.289,0.234,0.724,106.356,rock,4,190707
71,0.346,0.768,9,-5.695,1,0.0377,0.00603,0.38,0.0244,0.532,169.492,rock,4,210160
45,0.644,0.337,7,-10.906,1,0.0295,0.606,0.0169,0.301,0.31,108.041,rock,4,236080
37,0.512,0.879,8,-3.352,1,0.033,0.0035,1.72e-05,0.367,0.738,141.975,rock,4,226653
58,0.282,0.932,9,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,rock,4,255893
33,0.495,0.949,1,-3.789,1,0.0407,4.2e-05,0.711,0.438,0.683,105.013,rock,4,187571
69,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,rock,4,291813
0,0.675,0.806,0,-6.788,1,0.21,0.0571,0.0,0.0759,0.559,165.9,rock,4,176762
59,0.371,0.921,9,-5.533,1,0.0784,0.0113,2.7e-05,0.43,0.508,109.675,rock,4,220538
45,0.358,0.468,4,-8.039,1,0.0268,0.589,1.4e-06,0.0955,0.328,75.053,rock,1,220480
60,0.666,0.608,7,-9.335,1,0.0319,0.281,0.000804,0.466,0.674,123.18,rock,4,295627
53,0.253,0.924,8,-4.83,1,0.162,0.00179,0.00856,0.281,0.72,171.971,rock,4,222467
69,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,rock,4,284496
45,0.505,0.911,10,-3.006,0,0.0624,0.0315,1.83e-05,0.0745,0.281,81.978,rock,4,236283
45,0.555,0.927,0,-4.167,0,0.0708,0.00155,0.0288,0.209,0.848,156.031,rock,4,212016
49,0.513,0.807,1,-5.498,1,0.0308,0.0549,2.27e-05,0.0948,0.765,173.367,rock,4,220311
62,0.561,0.966,1,-4.628,1,0.0735,0.00336,0.0,0.384,0.572,108.038,rock,4,169568
34,0.565,0.406,0,-8.093,1,0.0264,0.589,0.0362,0.185,0.0963,135.96,rock,4,214400
22,0.578,0.905,4,-3.582,1,0.107,0.00396,1.62e-05,0.0614,0.541,128.052,rock,4,153427
26,0.213,0.934,11,-4.794,0,0.176,0.00483,0.69,0.795,0.27,120.073,rock,3,298760
65,0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38e-06,0.25,0.713,141.955,rock,4,165120
32,0.291,0.667,0,-8.874,1,0.0442,0.0136,4.05e-05,0.248,0.536,157.356,rock,4,191787
78,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,rock,4,266960
75,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,rock,4,255627
61,0.276,0.658,7,-5.418,1,0.0329,0.0836,0.000553,0.161,0.16,172.326,rock,4,259133
41,0.491,0.839,11,-5.928,1,0.0386,0.0105,0.0506,0.161,0.519,172.119,rock,4,211511
13,0.361,0.902,6,-3.462,1,0.0524,1.68e-05,0.000329,0.339,0.427,164.976,rock,4,183091
60,0.384,0.735,7,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,rock,4,246267
40,0.498,0.939,10,-4.354,0,0.087,0.000761,0.0401,0.0931,0.399,139.969,rock,4,185665
66,0.446,0.778,7,-4.774,1,0.173,0.000201,0.662,0.0492,0.683,94.508,rock,4,209480
56,0.61,0.974,6,-3.407,1,0.166,0.000625,1.2e-06,0.429,0.71,125.077,rock,4,146897
0,0.572,0.714,6,-3.88,1,0.029,0.46,0.0,0.342,0.635,93.113,rock,4,215504
55,0.648,0.931,1,-3.299,0,0.0562,0.014,1.24e-05,0.123,0.588,124.996,rock,4,219363
40,0.494,0.575,6,-7.044,0,0.026,0.112,0.00101,0.107,0.614,74.878,rock,4,218267
41,0.512,0.655,1,-6.088,0,0.037,0.129,0.000247,0.125,0.132,100.026,rock,4,187462
64,0.536,0.845,2,-5.765,1,0.0615,0.0033,0.0,0.0465,0.6,159.953,rock,4,208296
67,0.801,0.548,11,-5.482,0,0.0516,0.0854,0.000232,0.387,0.627,92.059,rock,4,188086
55,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65e-06,0.0664,0.451,119.017,rock,4,155680
0,0.668,0.645,1,-5.986,0,0.0483,0.0131,1.65e-05,0.138,0.424,155.013,rock,4,164118
20,0.577,0.464,11,-10.061,0,0.0585,0.558,5.25e-05,0.259,0.548,110.959,rock,4,299067
43,0.663,0.68,2,-6.837,1,0.045,0.145,4.96e-05,0.112,0.548,91.988,rock,4,182772
20,0.585,0.425,3,-7.618,0,0.0268,0.482,0.0782,0.158,0.176,119.961,rock,4,252240
76,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,rock,4,250627
56,0.379,0.396,2,-11.247,0,0.0292,0.86,1.21e-05,0.118,0.407,138.36,rock,5,148200
25,0.509,0.89,9,-4.594,0,0.0805,0.00237,0.000788,0.499,0.434,166.402,rock,4,286173
30,0.424,0.724,7,-7.135,1,0.0373,0.00396,0.00218,0.848,0.462,138.321,rock,4,461667
27,0.247,0.984,4,-3.326,1,0.149,2.8e-05,0.631,0.379,0.0383,99.379,rock,4,385867
58,0.747,0.662,7,-7.008,1,0.198,0.583,0.0,0.136,0.532,155.78,rock,4,186760
73,0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,rock,3,295600
59,0.669,0.819,0,-4.716,1,0.0363,0.11,0.0,0.212,0.762,105.055,rock,4,178901
56,0.704,0.792,0,-6.94,1,0.0422,0.188,0.0155,0.328,0.563,119.994,rock,4,237680
0,0.517,0.939,11,-5.731,1,0.0355,0.000891,0.516,0.369,0.962,124.999,rock,4,242267
75,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,rock,4,238733
34,0.351,0.865,7,-4.526,1,0.0433,5.76e-05,0.00236,0.916,0.475,79.547,rock,4,221120
41,0.545,0.603,2,-8.807,1,0.0374,0.544,0.0003,0.59,0.898,127.96,rock,4,181027
60,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,rock,4,169720
72,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,rock,4,170813
30,0.515,0.911,1,-3.502,1,0.059,1.87e-05,0.646,0.131,0.912,155.028,rock,4,199559
24,0.144,0.772,9,-4.893,1,0.0421,3.53e-06,0.374,0.553,0.527,139.952,rock,4,356493
0,0.596,0.951,9,-6.398,1,0.0545,0.00155,0.0,0.0353,0.649,129.967,rock,4,196550
23,0.332,0.943,9,-7.401,1,0.0794,0.00198,0.561,0.381,0.125,78.566,rock,4,133479
65,0.699,0.67,1,-6.219,1,0.0347,0.0147,0.22,0.356,0.556,111.988,rock,4,281407
64,0.521,0.881,9,-5.309,1,0.0387,4.93e-06,0.0114,0.141,0.564,160.026,rock,4,210360
29,0.509,0.623,7,-12.032,1,0.0273,0.129,0.00286,0.0977,0.808,163.172,rock,4,238957
51,0.752,0.315,5,-7.459,1,0.0323,0.675,7.66e-05,0.129,0.524,109.614,rock,4,303800
82,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,rock,4,140773
58,0.632,0.76,1,-4.798,0,0.0342,0.00245,0.000466,0.0494,0.671,119.95,rock,4,257758
34,0.62,0.848,0,-7.201,1,0.0391,0.354,0.00103,0.698,0.732,133.557,rock,4,132880
22,0.329,0.905,7,-5.728,1,0.0546,8.63e-05,0.0037,0.11,0.711,145.149,rock,4,183560
49,0.596,0.134,4,-21.216,1,0.0282,0.933,0.225,0.111,0.107,93.652,rock,4,504827
64,0.555,0.336,3,-9.916,1,0.0296,0.821,2.17e-06,0.089,0.303,127.792,rock,4,243067
50,0.607,0.477,9,-12.904,1,0.0333,0.708,0.0,0.253,0.887,136.614,rock,4,122600
38,0.359,0.652,4,-8.206,0,0.0318,0.00171,0.0215,0.123,0.0617,129.864,rock,3,436787
69,0.358,0.893,4,-7.486,0,0.12,0.0222,0.0524,0.126,0.262,174.238,rock,4,293653
60,0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,rock,4,221120
62,0.589,0.696,8,-8.109,1,0.034,8.65e-05,3.43e-05,0.0779,0.938,129.833,rock,4,267000
77,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,rock,4,202010
44,0.442,0.615,0,-7.909,1,0.0321,0.0557,5.73e-05,0.182,0.44,84.944,rock,4,230412
21,0.724,0.728,4,-7.369,1,0.0295,0.0474,0.00687,0.0888,0.961,113.022,rock,4,195138
38,0.378,0.611,9,-6.396,1,0.0335,0.000928,0.863,0.11,0.159,139.9,rock,4,268800
91,0.556,0.661,6,-5.052,0,0.204,0.3,0.0,0.101,0.668,168.56,rock,4,178148
59,0.294,0.97,4,-4.942,1,0.265,0.000706,0.0,0.123,0.144,166.475,rock,4,234707
44,0.24,0.548,1,-8.378,0,0.0325,0.00607,0.875,0.0941,0.128,127.337,rock,4,350320
48,0.579,0.89,11,-5.993,1,0.0572,7.17e-05,0.267,0.144,0.469,128.017,rock,4,246450
44,0.653,0.668,2,-10.294,0,0.0388,0.106,0.00451,0.149,0.958,126.03,rock,4,172791
44,0.671,0.667,2,-5.451,1,0.0271,0.0328,0.0,0.08,0.671,111.967,rock,4,228853
20,0.418,0.761,9,-8.285,1,0.0557,0.295,1.37e-06,0.36,0.467,152.472,rock,4,298693
43,0.553,0.707,1,-6.087,0,0.0374,0.0242,0.0,0.0735,0.325,140.098,rock,4,222969
47,0.519,0.702,9,-7.125,1,0.0289,0.218,0.00119,0.137,0.366,97.042,rock,4,207522
41,0.499,0.76,5,-8.662,1,0.0354,0.257,0.0902,0.104,0.206,120.011,rock,4,285313
64,0.597,0.646,6,-7.378,0,0.0344,0.28,0.0,0.111,0.364,126.951,rock,4,253121
65,0.401,0.933,8,-5.682,1,0.0344,0.00744,0.627,0.318,0.734,127.193,rock,4,310893
38,0.488,0.408,4,-8.373,0,0.0432,0.756,0.00125,0.198,0.445,151.196,rock,3,383133
48,0.404,0.876,9,-2.008,1,0.0645,0.0269,0.0,0.479,0.458,179.941,rock,4,190661
46,0.334,0.636,2,-9.263,1,0.0288,4.17e-06,0.51,0.159,0.208,165.434,rock,4,365707
71,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,rock,4,341773
57,0.387,0.182,2,-12.077,1,0.0336,0.876,0.00302,0.115,0.163,122.351,rock,4,272000
58,0.472,0.752,0,-6.051,1,0.0555,0.000164,0.181,0.0903,0.305,133.248,rock,4,320107
61,0.395,0.764,10,-6.258,0,0.0419,0.000316,0.00131,0.111,0.325,141.423,rock,4,169947
74,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,rock,4,235293
67,0.251,0.954,6,-2.879,1,0.0691,0.000674,0.000132,0.0975,0.264,191.059,rock,4,258000
58,0.488,0.879,7,-3.329,0,0.0393,0.000488,1.19e-06,0.14,0.557,86.986,rock,4,187853
53,0.421,0.823,9,-3.327,0,0.0446,0.00078,3.21e-05,0.204,0.155,104.973,rock,4,223720
57,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,rock,4,195147
46,0.524,0.912,7,-3.755,1,0.0315,0.000374,0.0424,0.302,0.499,155.921,rock,4,275467
70,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,rock,4,265867
19,0.349,0.672,7,-7.927,1,0.0463,0.373,0.000254,0.981,0.593,85.478,rock,3,289160
32,0.481,0.535,7,-8.66,1,0.0271,0.507,0.937,0.12,0.355,77.041,rock,4,182500
67,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,rock,4,226293
38,0.554,0.92,11,-4.599,1,0.0448,0.00152,1.08e-05,0.474,0.697,98.033,rock,4,177285
74,0.686,0.127,7,-14.361,1,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,rock,4,138387
65,0.526,0.803,11,-3.989,1,0.127,0.135,0.0,0.119,0.564,157.887,rock,4,208205
17,0.323,0.525,2,-13.084,1,0.0382,0.621,0.604,0.104,0.081,84.033,rock,4,256387
25,0.531,0.81,11,-8.147,0,0.0392,0.38,0.426,0.511,0.637,102.234,rock,4,288667
58,0.584,0.957,1,-4.789,1,0.13,0.00356,0.0,0.407,0.701,108.029,rock,4,186682
45,0.443,0.415,9,-8.808,1,0.0294,0.00464,0.00123,0.125,0.239,122.522,rock,4,335933
78,0.378,0.896,2,-4.066,1,0.0407,0.000452,0.0,0.194,0.469,174.302,rock,4,258773
57,0.591,0.959,6,-3.074,1,0.164,0.00343,0.0,0.068,0.426,130.017,rock,4,232053
58,0.608,0.634,4,-11.24,1,0.0727,0.0568,0.00615,0.116,0.84,147.515,rock,4,226947
53,0.553,0.828,9,-4.091,1,0.0609,0.11,0.0,0.2,0.902,152.638,rock,4,201194
37,0.541,0.976,9,-2.85,1,0.0401,0.00188,0.00119,0.134,0.503,123.983,rock,4,173708
29,0.454,0.957,4,-5.458,1,0.105,0.000104,0.0695,0.372,0.592,155.028,rock,4,170323
60,0.539,0.306,0,-15.067,0,0.0264,0.404,0.0,0.0608,0.0643,102.245,rock,4,293307
30,0.547,0.536,2,-6.218,0,0.024,0.778,0.000246,0.203,0.293,85.957,rock,4,256400
43,0.208,0.498,8,-3.294,1,0.0533,0.000402,0.827,0.357,0.0382,124.635,rock,4,453440
42,0.381,0.918,0,-3.104,1,0.0849,0.00587,0.000103,0.473,0.344,84.802,rock,4,261267
24,0.686,0.737,4,-6.338,0,0.0283,0.184,6.11e-05,0.0873,0.547,133.026,rock,4,263360
1,0.403,0.903,1,-3.88,1,0.0664,0.574,0.305,0.287,0.498,115.669,rock,4,423840
75,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,rock,4,232453
43,0.433,0.851,5,-3.17,0,0.0354,0.0186,0.101,0.104,0.0933,130.065,rock,4,258000
25,0.484,0.833,7,-5.453,1,0.0522,6.29e-05,0.00556,0.0296,0.279,87.516,rock,4,260250
25,0.492,0.478,6,-6.104,1,0.0341,0.334,0.862,0.106,0.251,133.135,rock,3,235838
24,0.534,0.334,0,-14.154,1,0.0442,0.638,2.77e-06,0.116,0.337,156.185,rock,4,219733
25,0.471,0.576,9,-12.748,0,0.057,0.0373,0.586,0.113,0.607,129.092,rock,4,646493
35,0.718,0.676,6,-7.442,0,0.0307,0.219,0.000167,0.338,0.595,97.027,rock,4,230467
32,0.745,0.471,4,-6.455,1,0.0399,0.0848,0.000158,0.153,0.846,85.507,rock,4,195864
72,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,rock,4,269973
55,0.585,0.556,2,-5.075,1,0.0274,0.000686,0.000132,0.151,0.414,142.144,rock,4,231722
30,0.433,0.885,6,-3.897,0,0.0618,0.00427,3.55e-06,0.214,0.493,123.104,rock,4,284268
0,0.644,0.652,4,-8.265,1,0.0355,0.0945,0.0,0.603,0.64,135.037,rock,4,210160
48,0.374,0.792,11,-4.118,1,0.0365,0.00044,0.0822,0.185,0.339,117.548,rock,4,209049
49,0.707,0.615,2,-5.75,1,0.0324,0.00134,0.0406,0.561,0.113,89.994,rock,4,421332
46,0.536,0.927,0,-4.771,1,0.0812,8.12e-05,1.58e-05,0.255,0.449,124.036,rock,4,173305
57,0.475,0.844,1,-4.448,0,0.0622,0.00012,0.111,0.221,0.554,156.136,rock,4,246933
15,0.596,0.481,11,-11.191,0,0.0258,0.829,0.00124,0.197,0.485,105.99,rock,4,267560
78,0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,rock,4,122067
65,0.631,0.804,7,-5.492,1,0.166,0.00589,0.00116,0.16,0.671,79.898,rock,4,297267
66,0.701,0.844,4,-6.629,1,0.133,0.152,0.626,0.194,0.198,120.04,rock,4,257022
76,0.39,0.83,11,-5.201,0,0.0563,0.0021,0.0,0.156,0.191,90.021,rock,4,168030
32,0.207,0.961,7,-5.017,1,0.0801,9.94e-05,0.031,0.331,0.343,175.217,rock,4,175253
60,0.461,0.825,8,-3.583,1,0.115,0.0246,0.0,0.224,0.412,198.045,rock,4,159394
0,0.668,0.645,1,-5.986,0,0.0483,0.0131,1.65e-05,0.138,0.424,155.013,rock,4,164118
52,0.285,0.801,5,-3.094,1,0.0537,0.0191,1.56e-06,0.212,0.391,176.637,rock,4,192000
68,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,rock,3,184587
59,0.545,0.815,6,-3.197,0,0.0868,0.135,0.0,0.148,0.758,170.058,rock,4,218453
32,0.285,0.955,6,-6.105,1,0.169,0.000799,0.119,0.406,0.295,105.696,rock,4,306640
65,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,rock,4,264707
21,0.415,0.593,8,-11.603,1,0.0467,0.635,0.00226,0.229,0.473,120.138,rock,4,241000
23,0.605,0.551,7,-8.986,1,0.0312,0.0778,0.0,0.145,0.178,126.067,rock,4,265800
57,0.405,0.756,6,-6.361,0,0.0307,0.142,4.03e-05,0.638,0.606,133.379,rock,4,338240
